"Honorific.Title","First.Name","Last.Name","Constituency","Province...Territory","Political.Affiliation","Start.Date","End.Date","DirectWebPage","MP_at","Rols","Email","Website","HillOfficeAddressInfo","HillOfficePhoneFaxInfo","MainOfficeAddressInfo","MainOfficePhoneFaxInfo"
"","Alexandre","Boulerice","Rosemont—La Petite-Patrie","Quebec","NDP","2021-09-20 12:00:00 AM",NA,"/members/en/alexandre-boulerice(58775)","Rosemont—La Petite-Patrie, Quebec
","
                            CAPFCanadian Branch of the Assemblée parlementaire de la Francophonie
                        
                ","Alexandre.Boulerice@parl.gc.ca","http://www.boulerice.org","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-0423
                    Fax: 613-992-0878
                ","
                    Main office -  Montréal 
                    208-1453 Beaubien Street East 
                    Montréal, Quebec 
                    H2G 3C6 ","
                    Telephone:  514-729-5342 
Fax:  514-729-5875 "
"","Valerie","Bradford","Kitchener South—Hespeler","Ontario","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/valerie-bradford(110487)","Kitchener South—Hespeler, Ontario
","
                PACPStanding Committee on Public Accounts
            
            
                SRSRStanding Committee on Science and Research
            
            
                SSRSSubcommittee on Agenda and Procedure of the Standing Committee on Science and Research
            
    ","valerie.bradford@parl.gc.ca","http://valeriebradford.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-1063
                    Fax: 613-992-1082
                ","
                    Main office -  Kitchener 
                    1114-100 Conestoga College Blvd 
                    Kitchener, Ontario 
                    N2P 2N6 ","
                    Telephone:  519-571-5509 
Fax:  519-571-5515 "
"","Richard","Bragdon","Tobique—Mactaquac","New Brunswick","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/richard-bragdon(88369)","Tobique—Mactaquac, New Brunswick
","
                FOPOStanding Committee on Fisheries and Oceans
            
    ","Richard.Bragdon@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-947-4431
                    Fax: 613-947-4434
                ","
                    Main office -  Nackawic 
                    157 Otis Drive 
                    Nackawic, New Brunswick 
                    E6G 1G9 ","
                    Telephone:  1-800-671-6160 
Fax:  1-506-575-6218 "
"","John","Brassard","Barrie—Innisfil","Ontario","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/john-brassard(88674)","Barrie—Innisfil, Ontario
","
                ETHIStanding Committee on Access to Information, Privacy and Ethics
            
            
                SETHSubcommittee on Agenda and Procedure of the Standing Committee on Access to Information, Privacy and Ethics
            
    ","john.brassard@parl.gc.ca","http://johnbrassard.com","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-3394
                    Fax: 613-996-7923
                ","
                    Main office -  Barrie 
                    204B-480 Huronia Road 
                    Barrie, Ontario 
                    L4N 6M2 ","
                    Telephone:  705-726-5959 
Fax:  705-726-3340 "
"","Élisabeth","Brière","Sherbrooke","Quebec","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/elisabeth-briere(104977)","Sherbrooke, Quebec
","Parliamentary Secretary to the Minister of Families, Children and Social Development
","Elisabeth.Briere@parl.gc.ca","http://elisabethbriere.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-943-7896
                    Fax: 613-943-7902
                ","
                    Main office -  Sherbrooke 
                    M10-1640 King Street West 
                    Sherbrooke, Quebec 
                    J1J 2C3 ","
                    Telephone:  819-564-4200 
Fax:  819-564-3745 "
"","Larry","Brock","Brantford—Brant","Ontario","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/larry-brock(110354)","Brantford—Brant, Ontario
","
                DEDCSpecial Joint Committee on the Declaration of Emergency
            
            
                JUSTStanding Committee on Justice and Human Rights
            
    ","larry.brock@parl.gc.ca","http://www.larrybrockmp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-3118
                    Fax: 613-992-6382
                ","
                    Main office -  Brantford 
                    3-108 St. George Street 
                    Brantford, Ontario 
                    N3R 1V6 ","
                    Telephone:  519-754-4300 
Fax:  519-751-8177 "
"","Alexis","Brunelle-Duceppe","Lac-Saint-Jean","Quebec","Bloc Québécois","2021-09-20 12:00:00 AM",NA,"/members/en/alexis-brunelle-duceppe(104786)","Lac-Saint-Jean, Quebec
","
                SDIRSubcommittee on International Human Rights of the Standing Committee on Foreign Affairs and International Development
            
            
                CIMMStanding Committee on Citizenship and Immigration
            
    ","Alexis.Brunelle-Duceppe@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-6236
                    Fax: 613-996-6252
                ","
                    Main office -  Alma 
                    37 St-Joseph Street 
                    Alma, Quebec 
                    G8B 3E2 ","
                    Telephone:  418-669-0013 
Fax:  418-669-0048 "
"","Blaine","Calkins","Red Deer—Lacombe","Alberta","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/blaine-calkins(35897)","Red Deer—Lacombe, Alberta
","Member of the panel of chairs for the legislative committees
","blaine.calkins@parl.gc.ca","http://blainecalkinsmp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-8886
                    Fax: 613-996-9860
                ","
                    Main office -  Blackfalds 
                    5025 Parkwood Road, PO Box 59 
Suite 201 
                    Blackfalds, Alberta 
                    T0M 0J0 ","
                    Telephone:  587-621-0020 
Fax:  587-621-0029 "
"","Richard","Cannings","South Okanagan—West Kootenay","British Columbia","NDP","2021-09-20 12:00:00 AM",NA,"/members/en/richard-cannings(89327)","South Okanagan—West Kootenay, British Columbia
","
                CIITStanding Committee on International Trade
            
            
                SCIISubcommittee on Agenda and Procedure of the Standing Committee on International Trade
            
            
                SRSRStanding Committee on Science and Research
            
            
                SSRSSubcommittee on Agenda and Procedure of the Standing Committee on Science and Research
            
    ","richard.cannings@parl.gc.ca","http://richardcannings.ndp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-8036
                    Fax: 613-943-0922
                ","
                    Main office -  Penticton 
                    301 Main Street 
Suite 202 
                    Penticton, British Columbia 
                    V2A 5B7 ","
                    Telephone:  250-770-4480 "
"","Frank","Caputo","Kamloops—Thompson—Cariboo","British Columbia","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/frank-caputo(111007)","Kamloops—Thompson—Cariboo, British Columbia
","
                JUSTStanding Committee on Justice and Human Rights
            
    ","frank.caputo@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-995-6931
                    Fax: 613-995-9897
                ","
                    Main office -  Kamloops 
                    275 Seymour Street
 
Suite 6 
                    Kamloops, British Columbia 
                    V2C 2E7 ","
                    Telephone:  250-851-4991 
Fax:  250-851-4994 "
"","Ben","Carr","Winnipeg South Centre","Manitoba","Liberal","2023-06-19 12:00:00 AM",NA,"/members/en/ben-carr(115744)","Winnipeg South Centre, Manitoba
","
                AGRIStanding Committee on Agriculture and Agri-Food
            
            
                INANStanding Committee on Indigenous and Northern Affairs
            
    ","ben.carr@parl.gc.ca"," ","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-9475
                    Fax: 613-992-9586
                ","
                    Main office -  Winnipeg 
                    611 Corydon Avenue 
Suite 102 
                    Winnipeg, Manitoba 
                    R3L 0P3 ","
                    Telephone:  204-983-1355 
Fax:  204-984-3979 "
"","Colin","Carrie","Oshawa","Ontario","Conservative","2021-09-20 12:00:00 AM",NA,"/members/en/colin-carrie(25486)","Oshawa, Ontario
","
                BILIStanding Joint Committee on the Library of Parliament
            
    ","colin.carrie@parl.gc.ca","http://www.colincarriemp.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-4756
                    Fax: 613-992-1357
                ","
                    Main office -  Oshawa 
                    57 Simcoe Street South 
Suite 2B 
                    Oshawa, Ontario 
                    L1H 4G4 ","
                    Telephone:  905-440-4868 
Fax:  905-440-4872 "
"","Sean","Casey","Charlottetown","Prince Edward Island","Liberal","2021-09-20 12:00:00 AM",NA,"/members/en/sean-casey(71270)","Charlottetown, Prince Edward Island
","
                HESAStanding Committee on Health
            
            
                SHESSubcommittee on Agenda and Procedure of the Standing Committee on Health
            
    ","sean.casey@parl.gc.ca","http://seancasey.libparl.ca","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-996-4714
                    Fax: 613-995-7685
                ","
                    Main office -  Charlottetown 
                    75 Fitzroy Road 
Suite 201 
                    Charlottetown, Prince Edward Island 
                    C1A 1R6 ","
                    Telephone:  902-566-7770 
Fax:  902-566-7780 "
"","Louise","Chabot","Thérèse-De Blainville","Quebec","Bloc Québécois","2021-09-20 12:00:00 AM",NA,"/members/en/louise-chabot(104678)","Thérèse-De Blainville, Quebec
","Member of the panel of chairs for the legislative committees
","Louise.Chabot@parl.gc.ca","http://www.louisechabot.quebec","House of Commons *Ottawa, Ontario,CanadaK1A 0A6","
                    Telephone: 613-992-2617
                    Fax: 613-992-6069
                ","
                    Main office -  Sainte-Thérèse 
                    8 Saint-Charles Street 
                    Sainte-Thérèse, Quebec 
                    J7E 2A2 ","
                    Telephone:  450-965-1188 
Fax:  450-965-3221 "
